Image_ID,Image_Path,Obstacle_Present,Water_Body,Soil_Type,Vegetation_Density (%),Label
0806,/images/synthetic_image_0806.jpg,Yes,Yes,Sandy,86,0
0807,/images/synthetic_image_0807.jpg,Yes,Yes,Loamy,69,1
0808,/images/synthetic_image_0808.jpg,No,Yes,Loamy,60,1
0809,/images/synthetic_image_0809.jpg,No,Yes,Loamy,13,1
0810,/images/synthetic_image_0810.jpg,No,Yes,Sandy,29,1
0811,/images/synthetic_image_0811.jpg,No,Yes,Sandy,50,1
0812,/images/synthetic_image_0812.jpg,No,Yes,Clay,49,1
0813,/images/synthetic_image_0813.jpg,No,No,Clay,36,1
0814,/images/synthetic_image_0814.jpg,No,Yes,Sandy,26,1
0815,/images/synthetic_image_0815.jpg,Yes,No,Clay,42,1
0816,/images/synthetic_image_0816.jpg,Yes,No,Clay,51,1
0817,/images/synthetic_image_0817.jpg,Yes,No,Sandy,70,0
0818,/images/synthetic_image_0818.jpg,No,Yes,Sandy,51,1
0819,/images/synthetic_image_0819.jpg,No,No,Clay,68,1
0820,/images/synthetic_image_0820.jpg,No,No,Sandy,64,1
0821,/images/synthetic_image_0821.jpg,No,Yes,Clay,93,1
0822,/images/synthetic_image_0822.jpg,No,Yes,Clay,93,0
0823,/images/synthetic_image_0823.jpg,Yes,No,Clay,30,1
0824,/images/synthetic_image_0824.jpg,Yes,Yes,Clay,89,1
0825,/images/synthetic_image_0825.jpg,No,Yes,Clay,82,0
0826,/images/synthetic_image_0826.jpg,No,Yes,Sandy,43,1
0827,/images/synthetic_image_0827.jpg,No,No,Clay,80,1
0828,/images/synthetic_image_0828.jpg,Yes,No,Clay,50,0
0829,/images/synthetic_image_0829.jpg,No,Yes,Sandy,83,1
0830,/images/synthetic_image_0830.jpg,Yes,No,Clay,23,0
0831,/images/synthetic_image_0831.jpg,No,Yes,Clay,17,1
0832,/images/synthetic_image_0832.jpg,No,No,Sandy,27,1
0833,/images/synthetic_image_0833.jpg,Yes,No,Clay,14,1
0834,/images/synthetic_image_0834.jpg,Yes,No,Clay,93,1
0835,/images/synthetic_image_0835.jpg,Yes,Yes,Loamy,78,1
0836,/images/synthetic_image_0836.jpg,No,Yes,Loamy,68,1
0837,/images/synthetic_image_0837.jpg,Yes,Yes,Clay,83,1
0838,/images/synthetic_image_0838.jpg,Yes,No,Sandy,88,1
0839,/images/synthetic_image_0839.jpg,Yes,Yes,Clay,55,0
0840,/images/synthetic_image_0840.jpg,Yes,Yes,Loamy,42,0
0841,/images/synthetic_image_0841.jpg,No,Yes,Clay,59,0
0842,/images/synthetic_image_0842.jpg,No,Yes,Sandy,84,1
0843,/images/synthetic_image_0843.jpg,Yes,No,Loamy,76,1
0844,/images/synthetic_image_0844.jpg,Yes,Yes,Loamy,87,1
0845,/images/synthetic_image_0845.jpg,No,Yes,Clay,90,0
0846,/images/synthetic_image_0846.jpg,No,No,Sandy,50,0
0847,/images/synthetic_image_0847.jpg,No,No,Clay,88,1
0848,/images/synthetic_image_0848.jpg,Yes,Yes,Loamy,22,1
0849,/images/synthetic_image_0849.jpg,Yes,No,Loamy,97,1
0850,/images/synthetic_image_0850.jpg,No,No,Loamy,92,1
0851,/images/synthetic_image_0851.jpg,Yes,Yes,Clay,44,1
0852,/images/synthetic_image_0852.jpg,Yes,Yes,Clay,46,0
0853,/images/synthetic_image_0853.jpg,Yes,Yes,Sandy,18,1
0854,/images/synthetic_image_0854.jpg,No,Yes,Clay,99,1
0855,/images/synthetic_image_0855.jpg,No,No,Clay,31,0
0856,/images/synthetic_image_0856.jpg,No,Yes,Clay,61,1
0857,/images/synthetic_image_0857.jpg,No,No,Clay,25,1
0858,/images/synthetic_image_0858.jpg,Yes,No,Clay,31,1
0859,/images/synthetic_image_0859.jpg,Yes,Yes,Sandy,26,1
0860,/images/synthetic_image_0860.jpg,Yes,No,Clay,24,1
0861,/images/synthetic_image_0861.jpg,Yes,No,Clay,14,1
0862,/images/synthetic_image_0862.jpg,Yes,Yes,Sandy,90,1
0863,/images/synthetic_image_0863.jpg,Yes,No,Sandy,25,1
0864,/images/synthetic_image_0864.jpg,No,No,Clay,49,1
0865,/images/synthetic_image_0865.jpg,Yes,No,Clay,35,0
0866,/images/synthetic_image_0866.jpg,Yes,Yes,Clay,64,1
0867,/images/synthetic_image_0867.jpg,Yes,No,Loamy,63,1
0868,/images/synthetic_image_0868.jpg,No,Yes,Loamy,66,1
0869,/images/synthetic_image_0869.jpg,No,No,Loamy,14,1
0870,/images/synthetic_image_0870.jpg,No,No,Clay,54,1
0871,/images/synthetic_image_0871.jpg,No,Yes,Sandy,38,1
0872,/images/synthetic_image_0872.jpg,No,No,Sandy,98,1
0873,/images/synthetic_image_0873.jpg,Yes,Yes,Sandy,74,1
0874,/images/synthetic_image_0874.jpg,No,Yes,Sandy,35,1
0875,/images/synthetic_image_0875.jpg,No,Yes,Loamy,25,1
0876,/images/synthetic_image_0876.jpg,Yes,No,Clay,90,0
0877,/images/synthetic_image_0877.jpg,No,Yes,Sandy,53,0
0878,/images/synthetic_image_0878.jpg,Yes,Yes,Sandy,44,1
0879,/images/synthetic_image_0879.jpg,No,No,Loamy,16,1
0880,/images/synthetic_image_0880.jpg,Yes,Yes,Sandy,32,0
0881,/images/synthetic_image_0881.jpg,Yes,No,Sandy,37,1
0882,/images/synthetic_image_0882.jpg,Yes,Yes,Sandy,43,1
0883,/images/synthetic_image_0883.jpg,Yes,Yes,Clay,55,1
0884,/images/synthetic_image_0884.jpg,No,Yes,Loamy,15,1
0885,/images/synthetic_image_0885.jpg,Yes,Yes,Clay,18,1
0886,/images/synthetic_image_0886.jpg,No,Yes,Loamy,96,1
0887,/images/synthetic_image_0887.jpg,No,Yes,Loamy,28,1
0888,/images/synthetic_image_0888.jpg,No,No,Clay,74,1
0889,/images/synthetic_image_0889.jpg,Yes,Yes,Loamy,21,1
0890,/images/synthetic_image_0890.jpg,No,Yes,Loamy,16,0
0891,/images/synthetic_image_0891.jpg,Yes,Yes,Clay,29,1
0892,/images/synthetic_image_0892.jpg,Yes,Yes,Sandy,63,1
0893,/images/synthetic_image_0893.jpg,No,No,Sandy,40,1
0894,/images/synthetic_image_0894.jpg,No,Yes,Clay,31,1
0895,/images/synthetic_image_0895.jpg,Yes,No,Sandy,33,1
0896,/images/synthetic_image_0896.jpg,Yes,Yes,Sandy,11,1
0897,/images/synthetic_image_0897.jpg,No,Yes,Clay,54,1
0898,/images/synthetic_image_0898.jpg,Yes,Yes,Sandy,30,1
0899,/images/synthetic_image_0899.jpg,Yes,Yes,Clay,39,1
0900,/images/synthetic_image_0900.jpg,Yes,Yes,Loamy,46,1
0901,/images/synthetic_image_0901.jpg,No,No,Sandy,31,1
0902,/images/synthetic_image_0902.jpg,Yes,No,Clay,65,0
0903,/images/synthetic_image_0903.jpg,No,Yes,Loamy,76,0
0904,/images/synthetic_image_0904.jpg,Yes,Yes,Sandy,67,0
0905,/images/synthetic_image_0905.jpg,Yes,Yes,Loamy,17,1
0906,/images/synthetic_image_0906.jpg,No,No,Loamy,98,1
0907,/images/synthetic_image_0907.jpg,No,Yes,Loamy,66,1
0908,/images/synthetic_image_0908.jpg,Yes,Yes,Loamy,47,0
0909,/images/synthetic_image_0909.jpg,No,Yes,Sandy,48,0
0910,/images/synthetic_image_0910.jpg,Yes,No,Loamy,46,1
0911,/images/synthetic_image_0911.jpg,Yes,Yes,Clay,53,0
0912,/images/synthetic_image_0912.jpg,Yes,Yes,Clay,62,0
0913,/images/synthetic_image_0913.jpg,No,Yes,Loamy,54,1
0914,/images/synthetic_image_0914.jpg,No,No,Sandy,77,0
0915,/images/synthetic_image_0915.jpg,No,No,Sandy,64,0
0916,/images/synthetic_image_0916.jpg,No,No,Sandy,29,1
0917,/images/synthetic_image_0917.jpg,No,No,Loamy,46,1
0918,/images/synthetic_image_0918.jpg,No,Yes,Clay,26,0
0919,/images/synthetic_image_0919.jpg,No,No,Loamy,19,1
0920,/images/synthetic_image_0920.jpg,Yes,Yes,Clay,65,0
0921,/images/synthetic_image_0921.jpg,No,Yes,Clay,59,0
0922,/images/synthetic_image_0922.jpg,No,No,Sandy,41,1
0923,/images/synthetic_image_0923.jpg,No,Yes,Loamy,57,0
0924,/images/synthetic_image_0924.jpg,No,No,Clay,45,1
0925,/images/synthetic_image_0925.jpg,No,No,Sandy,13,1
0926,/images/synthetic_image_0926.jpg,No,No,Loamy,40,1
0927,/images/synthetic_image_0927.jpg,Yes,No,Sandy,32,1
0928,/images/synthetic_image_0928.jpg,Yes,No,Loamy,49,1
0929,/images/synthetic_image_0929.jpg,Yes,Yes,Loamy,64,1
0930,/images/synthetic_image_0930.jpg,Yes,Yes,Sandy,16,1
0931,/images/synthetic_image_0931.jpg,No,Yes,Loamy,71,0
0932,/images/synthetic_image_0932.jpg,No,No,Sandy,66,1
0933,/images/synthetic_image_0933.jpg,Yes,No,Clay,40,0
0934,/images/synthetic_image_0934.jpg,No,Yes,Clay,48,1
0935,/images/synthetic_image_0935.jpg,Yes,No,Sandy,27,1
0936,/images/synthetic_image_0936.jpg,No,No,Clay,70,1
0937,/images/synthetic_image_0937.jpg,No,No,Loamy,92,1
0938,/images/synthetic_image_0938.jpg,Yes,No,Clay,18,0
0939,/images/synthetic_image_0939.jpg,Yes,No,Loamy,32,1
0940,/images/synthetic_image_0940.jpg,Yes,Yes,Sandy,95,0
0941,/images/synthetic_image_0941.jpg,Yes,Yes,Sandy,43,0
0942,/images/synthetic_image_0942.jpg,No,Yes,Sandy,33,1
0943,/images/synthetic_image_0943.jpg,Yes,No,Sandy,12,0
0944,/images/synthetic_image_0944.jpg,Yes,No,Clay,50,1
0945,/images/synthetic_image_0945.jpg,Yes,Yes,Loamy,24,1
0946,/images/synthetic_image_0946.jpg,No,No,Clay,17,0
0947,/images/synthetic_image_0947.jpg,No,No,Clay,44,1
0948,/images/synthetic_image_0948.jpg,Yes,No,Loamy,41,1
0949,/images/synthetic_image_0949.jpg,No,No,Clay,46,1
0950,/images/synthetic_image_0950.jpg,Yes,No,Loamy,14,1
0951,/images/synthetic_image_0951.jpg,No,No,Clay,17,1
0952,/images/synthetic_image_0952.jpg,No,No,Sandy,98,1
0953,/images/synthetic_image_0953.jpg,No,Yes,Sandy,36,0
0954,/images/synthetic_image_0954.jpg,No,Yes,Clay,19,1
0955,/images/synthetic_image_0955.jpg,No,No,Sandy,59,1
0956,/images/synthetic_image_0956.jpg,No,No,Loamy,18,1
0957,/images/synthetic_image_0957.jpg,No,Yes,Loamy,53,1
0958,/images/synthetic_image_0958.jpg,Yes,Yes,Sandy,42,1
0959,/images/synthetic_image_0959.jpg,Yes,Yes,Clay,73,1
0960,/images/synthetic_image_0960.jpg,No,Yes,Sandy,74,1
0961,/images/synthetic_image_0961.jpg,Yes,Yes,Clay,13,1
0962,/images/synthetic_image_0962.jpg,Yes,No,Sandy,53,1
0963,/images/synthetic_image_0963.jpg,Yes,Yes,Loamy,27,0
0964,/images/synthetic_image_0964.jpg,Yes,No,Sandy,64,1
0965,/images/synthetic_image_0965.jpg,No,Yes,Clay,62,1
0966,/images/synthetic_image_0966.jpg,No,Yes,Sandy,85,1
0967,/images/synthetic_image_0967.jpg,No,No,Clay,19,1
0968,/images/synthetic_image_0968.jpg,Yes,Yes,Sandy,89,0
0969,/images/synthetic_image_0969.jpg,Yes,No,Sandy,19,0
0970,/images/synthetic_image_0970.jpg,No,Yes,Sandy,32,1
0971,/images/synthetic_image_0971.jpg,No,No,Clay,77,1
0972,/images/synthetic_image_0972.jpg,No,No,Loamy,90,1
0973,/images/synthetic_image_0973.jpg,Yes,No,Clay,37,0
0974,/images/synthetic_image_0974.jpg,Yes,Yes,Sandy,78,1
0975,/images/synthetic_image_0975.jpg,No,Yes,Loamy,17,0
0976,/images/synthetic_image_0976.jpg,No,No,Loamy,10,0
0977,/images/synthetic_image_0977.jpg,Yes,Yes,Sandy,81,0
0978,/images/synthetic_image_0978.jpg,No,Yes,Clay,60,1
0979,/images/synthetic_image_0979.jpg,No,Yes,Clay,26,0
0980,/images/synthetic_image_0980.jpg,No,Yes,Clay,25,1
0981,/images/synthetic_image_0981.jpg,No,Yes,Sandy,21,1
0982,/images/synthetic_image_0982.jpg,Yes,Yes,Loamy,31,1
0983,/images/synthetic_image_0983.jpg,Yes,Yes,Sandy,66,0
0984,/images/synthetic_image_0984.jpg,Yes,Yes,Loamy,35,0
0985,/images/synthetic_image_0985.jpg,Yes,No,Loamy,33,1
0986,/images/synthetic_image_0986.jpg,No,No,Clay,20,0
0987,/images/synthetic_image_0987.jpg,No,No,Clay,80,1
0988,/images/synthetic_image_0988.jpg,No,No,Sandy,95,0
0989,/images/synthetic_image_0989.jpg,No,Yes,Loamy,18,0
0990,/images/synthetic_image_0990.jpg,Yes,No,Loamy,76,1
0991,/images/synthetic_image_0991.jpg,No,No,Loamy,29,0
0992,/images/synthetic_image_0992.jpg,Yes,Yes,Loamy,63,0
0993,/images/synthetic_image_0993.jpg,Yes,Yes,Clay,68,1
0994,/images/synthetic_image_0994.jpg,No,No,Loamy,54,1
0995,/images/synthetic_image_0995.jpg,No,Yes,Sandy,14,1
0996,/images/synthetic_image_0996.jpg,Yes,Yes,Sandy,76,1
0997,/images/synthetic_image_0997.jpg,No,No,Loamy,38,1
0998,/images/synthetic_image_0998.jpg,Yes,Yes,Clay,53,1
0999,/images/synthetic_image_0999.jpg,Yes,Yes,Loamy,80,1
1000,/images/synthetic_image_1000.jpg,No,Yes,Sandy,77,1
